USER_ID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024
1567,1990,Female,"under $25,000",Married (w/kids),High School Diploma,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Demanding,No,PC,,,,,,,,,,No,Yes,Yes,Grrr people,No,No,Yes,Yes,No,No,No,No,,,,No,Rent,Pessimist,Mom,No,Yes,Yes,No,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
1568,1960,Female,"under $25,000",Single (no kids),Bachelor's Degree,Democrat,No,No,No,No,No,Yes,Public,No,Yes,No,No,Yes,No,Yes,,Study first,Yes,No,Yes,No,Giving,Yes,No,Pragmatist,Yes,Yes,Cool headed,Odd hours,Yes,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,No,No,Circumstances,Yes,No,No,Yes,Yes,TMI,Yes,No,Talk,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Cautious,Yes,Umm...,No,Space,No,Online,,Yes,Yes,Yes,Grrr people,Yes,No,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
1569,1996,Female,,Single (no kids),Current K-12,Republican,Yes,No,No,No,Yes,,,No,No,No,No,No,Yes,Yes,Science,Try first,No,Yes,Yes,Yes,Receiving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,Yes,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Me,No,No,No,No,No,TMI,No,Yes,Tunes,People,Yes,No,Yes,No,Yes,Supportive,Yes,Mac,Yes,Risk-friendly,Yes,Yes!,No,Space,Yes,In-person,No,No,Yes,No,Grrr people,Yes,No,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,
1570,1995,Female,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Democrat,No,No,Yes,,No,No,Private,Yes,No,No,No,No,No,Yes,Art,Study first,Yes,Yes,Yes,Yes,,No,Yes,Idealist,No,Yes,Cool headed,,No,Happy,Yes,Yes,,Yes,P.M.,Yes,Start,,,Circumstances,Yes,No,No,Yes,Yes,TMI,No,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,Mac,No,Risk-friendly,No,Yes!,No,Socialize,No,,,No,Yes,Yes,Yay people!,No,No,No,No,No,No,Yes,No,No,No,,No,Own,Optimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,No
1571,1956,Female,"$25,001 - $50,000",Married (w/kids),Bachelor's Degree,Democrat,,,Yes,,,No,Public,No,Yes,No,No,No,No,Yes,Science,Study first,No,Yes,No,No,Giving,Yes,No,,No,No,,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Tunes,Technology,No,Yes,,,,,,,No,,,,Yes,,No,Online,No,Yes,Yes,Yes,Yay people!,,No,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No
1572,1976,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Democrat,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,No,No,Yes,Science,Study first,Yes,No,No,No,Giving,No,Yes,Idealist,No,No,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,No,Yes,Yes,Yes,Mysterious,Yes,No,Talk,Technology,No,Yes,No,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,No,Yay people!,Yes,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Own,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,Yes
1573,1994,Male,"under $25,000",Single (no kids),High School Diploma,Republican,Yes,Yes,No,No,No,Yes,Public,No,No,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,Yes,Yes,Pragmatist,Yes,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,TMI,No,No,Tunes,People,No,No,No,No,Yes,Supportive,No,PC,No,Cautious,No,Yes!,No,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
1574,1977,Male,"$75,000 - $100,000",Married (no kids),Current Undergraduate,Democrat,,,No,No,Yes,No,Public,No,Yes,No,Yes,Yes,Yes,,Art,Study first,No,No,Yes,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Online,No,No,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Rent,Optimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,,,,,
1575,1988,Male,"$25,001 - $50,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,No,,,No,Yes,Pragmatist,No,No,,,,,,,,,,Yes,End,No,Yes,Me,,No,Yes,No,No,Mysterious,Yes,No,Talk,People,No,No,Yes,No,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Rent,Pessimist,Dad,No,Yes,No,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes
1577,1985,Female,"over $150,000",Single (no kids),Bachelor's Degree,Democrat,No,Yes,No,No,No,Yes,Private,No,Yes,Yes,Yes,Yes,Yes,Yes,Art,Try first,Yes,Yes,Yes,Yes,Giving,No,Yes,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,No,Circumstances,No,Yes,No,Yes,Yes,TMI,Yes,Yes,Tunes,People,Yes,Yes,No,Yes,No,Demanding,Yes,Mac,No,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
1578,1976,Male,"$50,000 - $74,999",Single (no kids),High School Diploma,Democrat,No,,No,Yes,,No,Public,No,Yes,,No,,,Yes,Science,Try first,No,,,Yes,Giving,Yes,No,,,No,,,,,,,,,P.M.,Yes,,Yes,Yes,,Yes,,No,Yes,,,No,,Talk,,No,,,,No,Demanding,No,Mac,Yes,,,,,,,,No,,,Yes,Yay people!,Yes,Yes,,No,,,,,No,,No,,Rent,Optimist,,Yes,Yes,,,,,Yes,Yes,Yes,Yes,,Yes,No,,
1579,1963,Male,"$100,001 - $150,000",Domestic Partners (no kids),Bachelor's Degree,Republican,,Yes,No,Yes,No,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,Yes,Yes,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,Hot headed,Standard hours,No,Happy,No,Yes,No,Yes,P.M.,No,Start,Yes,Yes,Circumstances,Yes,Yes,No,Yes,No,TMI,Yes,No,Talk,People,No,Yes,Yes,Yes,Yes,Supportive,Yes,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,Yes,No,No,Yes,Grrr people,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes
1580,1994,Male,"under $25,000",Single (no kids),,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A.M.,,End,Yes,No,Me,Yes,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,No,Only-child,Yes,,Yes
1582,1978,Male,"over $150,000",Married (w/kids),Master's Degree,Republican,,No,No,Yes,Yes,No,Public,No,Yes,No,Yes,Yes,,,,Study first,No,Yes,No,No,Giving,No,Yes,Idealist,No,No,Hot headed,Standard hours,No,Right,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Circumstances,,Yes,Yes,No,No,TMI,Yes,No,Tunes,Technology,No,No,Yes,,Yes,Demanding,Yes,PC,No,Cautious,No,,,,,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Own,Optimist,Mom,No,No,Yes,Yes,Check!,Yes,No,No,Yes,No,No,Yes,No,No,Yes
1583,1990,Male,"under $25,000",Single (no kids),High School Diploma,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,Cool headed,Odd hours,,,,Yes,,,,,,,,,,,,,No,Mysterious,No,No,Talk,Technology,,Yes,Yes,No,No,,,,Yes,,No,,No,,No,In-person,No,,,,,,,,,Yes,No,No,,,,,,,Pessimist,Mom,,Yes,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,No,No
1584,1969,Male,"$75,000 - $100,000",Single (no kids),Bachelor's Degree,Republican,Yes,No,No,Yes,No,No,Public,No,Yes,Yes,Yes,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,No,Idealist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,Yes,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Yes!,No,Space,No,Online,No,No,Yes,Yes,Grrr people,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Rent,Optimist,Mom,Yes,Yes,No,Yes,Nope,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
1585,1996,Male,"$100,001 - $150,000",Single (no kids),Current K-12,Democrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,P.M.,Yes,,,,,Yes,,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
1586,1969,Male,,Married (no kids),Master's Degree,Republican,Yes,No,No,Yes,Yes,No,Public,No,No,No,Yes,Yes,Yes,Yes,Art,Study first,No,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,No,Circumstances,No,No,No,Yes,Yes,Mysterious,No,Yes,Tunes,People,Yes,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Rent,Optimist,Dad,No,Yes,Yes,Yes,Check!,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No
1587,1936,Male,"$50,000 - $74,999",Married (no kids),Doctoral Degree,Democrat,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,TMI,No,Yes,Tunes,Technology,,,,,,,No,Mac,Yes,Cautious,No,Yes!,No,Socialize,No,,,,,,,,,,,,,,No,No,Yes,Yes,Yes,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No
1588,1955,Female,"$75,000 - $100,000",Married (no kids),Master's Degree,Democrat,No,Yes,No,Yes,No,No,Public,No,No,No,No,No,Yes,Yes,Science,Study first,No,Yes,No,No,Receiving,Yes,No,Pragmatist,Yes,No,Hot headed,Standard hours,No,Happy,Yes,No,No,Yes,A.M.,Yes,,Yes,No,,Yes,Yes,No,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Demanding,No,Mac,Yes,Cautious,Yes,Umm...,No,Space,No,In-person,Yes,No,,Yes,Grrr people,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,No,No,Check!,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
1589,1971,Female,,Married (w/kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Supportive,,,No,Cautious,No,Umm...,No,Space,No,Online,Yes,No,Yes,,,,,,,,,No,Yes,Yes,Yes,Yes,No,Own,Pessimist,Dad,Yes,Yes,Yes,No,Nope,Yes,No,No,No,No,No,Yes,Yes,No,No
1590,1971,Male,"$75,000 - $100,000",Single (no kids),High School Diploma,Democrat,Yes,Yes,No,Yes,No,Yes,Public,No,Yes,Yes,No,Yes,No,Yes,Art,Study first,No,No,No,Yes,Giving,,,,,,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,No,No,Me,Yes,No,No,Yes,No,Mysterious,Yes,Yes,Tunes,Technology,Yes,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Rent,Optimist,Dad,Yes,Yes,Yes,Yes,Nope,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1591,1998,Male,,,Current K-12,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,Mysterious,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,1963,Male,"$100,001 - $150,000",Married (w/kids),,Republican,,,,,,Yes,Public,,Yes,No,No,,,Yes,,,,,,,,,No,,,Yes,,,,,,,,,A.M.,,,,,,,,,,,,,,,,,,,,,Supportive,Yes,Mac,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,,Yes,,,,Check!,,,,Yes,,,,,,
1595,1976,Male,"$25,001 - $50,000",Single (w/kids),,Democrat,,,,,Yes,Yes,Public,No,Yes,Yes,No,Yes,No,Yes,Science,Try first,No,No,No,No,Giving,No,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,Yes,No,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,No,No,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,Yes,Yes,Demanding,Yes,PC,No,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
1596,1970,Male,,Married (w/kids),,Republican,,Yes,No,Yes,Yes,Yes,Public,No,No,No,No,No,No,Yes,Science,Try first,No,No,No,No,Giving,Yes,No,Idealist,No,Yes,Cool headed,Odd hours,Yes,Happy,No,Yes,No,No,A.M.,Yes,Start,No,Yes,Circumstances,Yes,No,Yes,No,Yes,Mysterious,No,No,Talk,People,No,No,No,No,No,Supportive,Yes,PC,Yes,Cautious,No,Yes!,No,Socialize,No,In-person,Yes,Yes,Yes,No,Yay people!,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Own,Optimist,Dad,,No,Yes,No,Nope,Yes,No,No,Yes,Yes,No,Only-child,No,No,Yes
1597,1956,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Democrat,No,Yes,No,No,No,No,Private,No,Yes,No,No,Yes,No,Yes,Science,Try first,No,Yes,No,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,No,Right,Yes,Yes,No,No,A.M.,Yes,End,No,No,Me,No,No,No,No,No,Mysterious,No,Yes,Talk,Technology,Yes,Yes,Yes,No,Yes,Demanding,,,Yes,Cautious,No,Umm...,No,Space,No,Online,No,Yes,Yes,No,Yay people!,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Own,Optimist,Dad,Yes,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
1598,1995,Male,,Single (no kids),Current K-12,Democrat,No,Yes,No,No,No,Yes,Private,Yes,Yes,No,Yes,Yes,No,Yes,Science,Try first,No,Yes,No,Yes,Receiving,No,Yes,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,No,No,Yes,Yes,Yes,Supportive,No,Mac,No,Cautious,No,Yes!,No,Space,Yes,In-person,Yes,Yes,No,Yes,Yay people!,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,Own,Optimist,Dad,,No,,No,Nope,No,No,No,Yes,No,No,Yes,No,No,No
1599,1991,Male,"under $25,000",Single (no kids),Current Undergraduate,Democrat,No,Yes,No,No,Yes,No,Public,No,Yes,No,No,Yes,Yes,Yes,Science,Try first,Yes,Yes,No,No,Giving,No,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,No,Start,Yes,No,Me,,,,,,,,,,,No,Yes,Yes,No,Yes,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,Own,Pessimist,Mom,Yes,Yes,Yes,Yes,Nope,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
1601,1979,Female,"$75,000 - $100,000",Married (w/kids),Current Undergraduate,Republican,,,,,,,,,,,,,,,,Study first,No,No,Yes,Yes,Giving,Yes,No,Pragmatist,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,Yes,No,,,,,,,,,,,,,Yes,Check!,No,No,No,Yes,,,,,,
1602,1986,Male,"under $25,000",Single (no kids),Bachelor's Degree,Republican,,,No,,No,Yes,Private,No,Yes,No,No,Yes,No,,,Try first,No,,,,,No,No,Pragmatist,Yes,No,,,,,,Yes,No,,P.M.,Yes,End,,Yes,Circumstances,,,No,No,,,Yes,No,Talk,Technology,,,,,No,,No,PC,Yes,Risk-friendly,No,Yes!,No,Space,No,In-person,No,,Yes,Yes,,,,,,,,,No,,No,,,Rent,,Dad,,,,Yes,Check!,No,,,,,,Yes,,No,
1603,1990,Female,,,,Republican,Yes,Yes,No,No,Yes,No,Public,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Art,Study first,No,No,Yes,Yes,Giving,Yes,Yes,Pragmatist,Yes,Yes,Cool headed,Odd hours,No,Right,No,No,No,Yes,P.M.,Yes,End,No,No,Me,Yes,No,No,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,Yes,Umm...,No,Space,Yes,Online,Yes,No,Yes,Yes,Grrr people,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No
1605,1993,Male,"$100,001 - $150,000",Single (no kids),Current Undergraduate,Democrat,,,,,,,,,,,No,No,,,,,,,Yes,,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,,,,,Circumstances,,,,,,,,,,,,,,,Yes,,,PC,No,Risk-friendly,No,Yes!,Yes,Socialize,No,Online,No,Yes,Yes,Yes,Yay people!,No,No,Yes,No,,,Yes,Yes,Yes,No,No,No,Own,Optimist,Dad,No,No,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes
1606,1941,Male,"$25,001 - $50,000",Married (no kids),High School Diploma,Republican,No,No,,No,Yes,Yes,Private,No,No,No,,No,No,,Science,Try first,Yes,No,No,No,Giving,Yes,No,,No,No,Hot headed,,No,,Yes,Yes,No,,P.M.,No,End,Yes,Yes,Me,Yes,Yes,Yes,Yes,No,,Yes,,Tunes,Technology,No,,,,No,Demanding,No,PC,Yes,Cautious,,,No,,,In-person,Yes,No,,Yes,Yay people!,Yes,No,No,Yes,,No,No,No,Yes,No,No,No,Own,Pessimist,Mom,No,Yes,No,No,,Yes,,No,Yes,Yes,No,Yes,No,No,No
1607,1992,Male,"$25,001 - $50,000",Married (w/kids),High School Diploma,Republican,,Yes,Yes,Yes,Yes,Yes,Public,No,Yes,No,No,Yes,No,No,Science,Study first,Yes,Yes,Yes,No,Giving,No,No,Idealist,Yes,No,Hot headed,Odd hours,No,Happy,Yes,No,No,Yes,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,Yes,No,No,TMI,Yes,No,Tunes,People,No,Yes,Yes,No,No,Demanding,Yes,PC,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Rent,Pessimist,Dad,Yes,Yes,No,Yes,Nope,Yes,No,No,Yes,No,No,Yes,No,No,No
1608,1997,Female,,,Current K-12,Democrat,,,No,No,No,Yes,Public,,,,Yes,No,,No,Science,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,Own,Pessimist,Mom,No,No,Yes,No,Nope,Yes,No,No,No,No,No,Only-child,Yes,No,No
1609,1981,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Republican,,,No,Yes,No,No,Public,No,Yes,No,No,No,No,Yes,Science,Study first,Yes,Yes,Yes,No,Giving,No,Yes,Pragmatist,Yes,No,Cool headed,Standard hours,No,Right,Yes,Yes,Yes,Yes,P.M.,Yes,End,Yes,Yes,Me,Yes,Yes,No,No,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,PC,No,Cautious,No,Umm...,No,Space,Yes,In-person,No,Yes,Yes,Yes,Yay people!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Own,Optimist,Dad,Yes,No,No,Yes,Nope,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes
1610,1987,Female,"$25,001 - $50,000",Domestic Partners (no kids),High School Diploma,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,,Standard hours,,,,,,,,,,,,,,,No,,No,TMI,No,No,,,No,Yes,Yes,Yes,No,Supportive,No,,Yes,Cautious,No,Umm...,No,Space,No,In-person,No,No,Yes,Yes,Grrr people,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Rent,Pessimist,Mom,No,No,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Only-child,No,No,No
1611,1986,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,Democrat,,No,No,Yes,,,,No,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,Yes,Giving,Yes,Yes,Pragmatist,No,Yes,Hot headed,Standard hours,,Happy,No,,,,,Yes,Start,Yes,No,Me,Yes,Yes,No,Yes,Yes,Mysterious,No,No,Tunes,Technology,Yes,Yes,Yes,No,Yes,,,,,Cautious,,,,,,,,No,Yes,,,Yes,,,Yes,Yes,Yes,,,,,,,,Pessimist,Dad,,Yes,No,Yes,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
1612,1943,Female,,Married (w/kids),,Democrat,No,Yes,No,No,Yes,Yes,Public,No,Yes,No,No,Yes,No,Yes,Science,Study first,Yes,Yes,No,Yes,Giving,Yes,No,Idealist,No,No,Cool headed,,Yes,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,No,Me,Yes,No,No,No,Yes,Mysterious,Yes,No,Talk,People,No,Yes,Yes,Yes,No,Demanding,No,PC,Yes,Cautious,Yes,Yes!,No,Socialize,No,In-person,No,Yes,No,Yes,Yay people!,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,No,Check!,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No
1614,1985,Female,"$50,000 - $74,999",Married (w/kids),Bachelor's Degree,Democrat,No,No,No,No,Yes,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Study first,No,Yes,Yes,No,Giving,No,Yes,,No,No,Cool headed,Odd hours,Yes,Happy,Yes,Yes,Yes,No,P.M.,Yes,End,Yes,No,Circumstances,No,No,Yes,No,No,Mysterious,No,No,Tunes,Technology,No,No,Yes,No,Yes,Supportive,No,Mac,Yes,Cautious,No,Umm...,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Own,Pessimist,Dad,Yes,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,Yes,No,No
1616,1982,Male,"$50,000 - $74,999",Single (no kids),Master's Degree,Democrat,No,No,No,No,No,No,Public,No,Yes,Yes,Yes,Yes,No,No,Art,Try first,Yes,Yes,Yes,No,Receiving,No,No,Idealist,No,Yes,Cool headed,Standard hours,No,Happy,No,Yes,No,No,P.M.,Yes,End,Yes,No,Me,No,Yes,Yes,Yes,No,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,No,Mac,Yes,Risk-friendly,No,Umm...,No,Space,No,Online,No,Yes,Yes,No,Grrr people,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,Rent,Pessimist,Mom,No,Yes,No,Yes,Check!,No,No,No,Yes,Yes,No,Only-child,No,No,Yes
1618,NA,Female,,Married (w/kids),Bachelor's Degree,Democrat,No,Yes,No,No,No,No,Public,No,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,No,No,No,No,Giving,Yes,No,Pragmatist,Yes,No,Cool headed,Odd hours,No,Right,Yes,Yes,Yes,No,P.M.,No,Start,Yes,No,Circumstances,Yes,Yes,Yes,No,No,Mysterious,No,No,Tunes,People,No,Yes,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Own,Pessimist,Mom,No,Yes,Yes,Yes,Nope,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
1621,NA,Female,,Married (w/kids),Bachelor's Degree,Republican,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot headed,Standard hours,Yes,Happy,Yes,Yes,No,Yes,A.M.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
